Date,Open,High,Low,Close,Volume,Quote_Volume,Trades_Count,div,Log_VolumeGain,pricegain
2020-04-22 06:21:00,0.18498,0.185,0.1849,0.18495,73710.0,13633.0,31,1.000162206001622,0.0,0.0
2020-04-22 06:22:00,0.18491,0.18496,0.18489,0.1849,36384.0,6728.0,22,1.0000540832882638,-70.62154015333458,-0.03784192885718518
2020-04-22 06:23:00,0.1849,0.1849,0.18471,0.1848,68953.0,12744.0,31,1.0005411255411256,63.87826499371004,-0.005408036341991718
2020-04-22 06:24:00,0.1848,0.18493,0.18477,0.18481,60835.0,11244.0,33,0.9999458903738975,-12.522591956346197,-0.05408328826393971
2020-04-22 06:25:00,0.18478,0.18491,0.18477,0.18486,67806.0,12532.0,47,0.9995672400735692,10.845072004565978,-0.010822510822505738
2020-04-22 06:26:00,0.18487,0.18489,0.18483,0.18483,2804.0,518.0,6,1.0002164150841315,-318.6065409812599,0.048706569975109915
2020-04-22 06:27:00,0.18484,0.18491,0.18483,0.18491,1203.0,222.0,8,0.9996214374560598,-84.72978603872036,-0.016227619408237803
2020-04-22 06:28:00,0.18489,0.18491,0.18468,0.18468,99812.0,18444.0,28,1.001137102014295,441.98170114543166,0.02705042198658525
2020-04-22 06:29:00,0.18468,0.18479,0.18463,0.18478,59062.0,10909.0,32,0.9994588158891655,-52.51509777288395,-0.11358104819081394
2020-04-22 06:30:00,0.18474,0.18477,0.1846,0.18467,82762.0,15284.0,47,1.0003790545297016,33.721839296903376,0.03248862897984317
2020-04-22 06:31:00,0.18471,0.18471,0.18457,0.18466,29179.0,5389.0,24,1.0002707678977583,-104.24466906332938,-0.01623903864890197
2020-04-22 06:32:00,0.18466,0.18472,0.18465,0.18467,3454.0,638.0,9,0.9999458493528998,-213.37768345887068,-0.02706946023497414
2020-04-22 06:33:00,0.18465,0.18471,0.18465,0.1847,28399.0,5245.0,25,0.9997292907417434,210.66922374856074,-0.0054153579551519115
2020-04-22 06:34:00,0.1847,0.18488,0.18467,0.18487,125322.0,23152.0,48,0.9990804349002002,148.48059280408674,0.02707825616030668
2020-04-22 06:35:00,0.18487,0.18489,0.18487,0.18488,22674.0,4192.0,17,0.9999459108610992,-170.8903222870387,0.09204114780725359
2020-04-22 06:36:00,0.18488,0.18488,0.18473,0.18477,30953.0,5719.0,31,1.0005953347404881,31.061601791443817,0.0054092064694089
2020-04-22 06:37:00,0.18476,0.18482,0.18469,0.18469,18947.0,3500.0,16,1.0003790134820512,-49.103099643781114,-0.06490696668107754
2020-04-22 06:38:00,0.18469,0.18469,0.18451,0.18466,191692.0,35395.0,69,1.0001624607386548,231.38075987307846,-0.037886988525659415
2020-04-22 06:39:00,0.18469,0.18479,0.18467,0.18469,63130.0,11663.0,28,1.0,-111.01491295172399,0.0
2020-04-22 06:40:00,0.18467,0.18477,0.18466,0.18474,22072.0,4076.0,17,0.9996210890981921,-105.13053223484343,-0.01082895663002681
2020-04-22 06:41:00,0.18475,0.18475,0.18456,0.18456,25903.0,4783.0,16,1.0010294755093194,15.995184933768142,0.04332051768018985
2020-04-22 06:42:00,0.1846,0.18473,0.1846,0.18468,5906.0,1091.0,10,0.9995668182802684,-147.7973257847226,-0.08119079837618504
2020-04-22 06:43:00,0.18467,0.18478,0.18467,0.18478,7685.0,1420.0,10,0.999404697478082,26.35621647622356,0.03791982665222182
2020-04-22 06:44:00,0.18477,0.18487,0.18476,0.18476,21028.0,3886.0,18,1.0000541242693222,100.67234793420789,0.054150647100237315
