Date,Open,High,Low,Close,Volume,Quote_Volume,Trades_Count,div,Log_VolumeGain,pricegain
2020-04-22 06:45:00,0.18478,0.18486,0.18477,0.18486,11582.0,2141.0,12,0.9995672400735692,-59.61073413477025,0.005412134004445512
2020-04-22 06:46:00,0.18486,0.18491,0.18482,0.1849,43862.0,8108.0,39,0.9997836668469442,133.1578218982208,0.043294728866749566
2020-04-22 06:47:00,0.18493,0.18504,0.18487,0.18498,52970.0,9796.0,35,0.9997297005081631,18.91229105001677,0.03786649356269933
2020-04-22 06:48:00,0.18501,0.18506,0.18501,0.18502,18777.0,3474.0,16,0.9999459517889959,-103.6667471271008,0.043259611744983495
2020-04-22 06:49:00,0.18501,0.18503,0.18486,0.18489,22125.0,4092.0,23,1.0006490345610903,16.37271802704669,0.0
2020-04-22 06:50:00,0.18488,0.18498,0.18487,0.18494,14429.0,2669.0,14,0.9996755704552828,-42.7329977666993,-0.07026647208260295
2020-04-22 06:51:00,0.18493,0.185,0.18493,0.18499,8823.0,1632.0,14,0.9996756581436835,-49.18976138804719,0.027044569450462852
2020-04-22 06:52:00,0.18499,0.18499,0.1849,0.18492,63716.0,11783.0,43,1.0003785420722473,197.68515581892882,0.03244470880872097
2020-04-22 06:53:00,0.18496,0.18503,0.1849,0.18498,44630.0,8256.0,24,0.9998918802032652,-35.57176059919968,-0.016217092815817846
2020-04-22 06:54:00,0.18497,0.18508,0.18497,0.185,46897.0,8678.0,28,0.9998378378378379,4.985087863695196,0.005406574394450914
2020-04-22 06:55:00,0.18498,0.185,0.18486,0.18488,110453.0,20428.0,37,1.0005408913890093,85.61154214092385,0.005406282099795767
2020-04-22 06:56:00,0.18488,0.18504,0.18487,0.18498,379985.0,70293.0,84,0.999459401016326,123.57657118160077,-0.054059898367397885
2020-04-22 06:57:00,0.18497,0.185,0.18477,0.18489,210798.0,38969.0,113,1.0004326897073936,-58.99057623447212,0.04868022501081093
2020-04-22 06:58:00,0.18489,0.18519,0.18475,0.18516,132364.0,24473.0,61,0.9985418016850292,-46.51959892158194,-0.043250256798399445
2020-04-22 06:59:00,0.18516,0.18521,0.18511,0.18521,46077.0,8532.0,32,0.9997300361751524,-105.37466684317604,0.14603277624534172
2020-04-22 07:00:00,0.18517,0.18521,0.185,0.185,41488.0,7679.0,32,1.000918918918919,-10.53344702606977,0.005400734499905191
2020-04-22 07:01:00,0.18501,0.18504,0.185,0.185,1202.0,222.0,8,1.0000540540540541,-354.3567227458264,-0.08640708538100172
2020-04-22 07:02:00,0.185,0.185,0.18483,0.18487,46026.0,8512.0,25,1.0007031968410234,364.65548297091465,-0.00540511323712245
2020-04-22 07:03:00,0.18487,0.18494,0.18487,0.18489,2982.0,551.0,12,0.9998918275731516,-273.74974024285115,-0.07027027027026733
2020-04-22 07:04:00,0.18489,0.18489,0.1848,0.18484,52950.0,9786.0,31,1.0002705042198659,287.6973262696154,0.0108184129388178
2020-04-22 07:05:00,0.18484,0.18503,0.1848,0.18503,50019.0,9249.0,27,0.9989731394908934,-5.643735529480887,-0.027043106712099085
2020-04-22 07:06:00,0.18503,0.18505,0.18502,0.18503,10092.0,1868.0,16,1.0,-159.9647097765472,0.10279160354902395
2020-04-22 07:07:00,0.18503,0.18507,0.18485,0.18494,60380.0,11170.0,36,1.000486644317076,178.83632732744584,0.0
2020-04-22 07:08:00,0.1849,0.185,0.18488,0.185,16707.0,3090.0,13,0.9994594594594595,-128.50605221714554,-0.07025887693886679
2020-04-22 07:09:00,0.18503,0.18503,0.18491,0.18503,34062.0,6300.0,37,1.0,71.2378542487833,0.07030827474310275
2020-04-22 07:10:00,0.185,0.1851,0.18499,0.1851,10731.0,1986.0,13,0.9994597514856834,-115.44270677745061,-0.01621358698589148
2020-04-22 07:11:00,0.18509,0.18509,0.18489,0.18491,10428.0,1929.0,10,1.0009734465415607,-2.912083169938886,0.04864864864864149
2020-04-22 07:12:00,0.18496,0.18507,0.18492,0.18507,7240.0,1339.0,13,0.9994056303020479,-36.507866721455656,-0.07023610135609148
2020-04-22 07:13:00,0.18506,0.18507,0.18506,0.18506,10614.0,1964.0,12,1.0,38.306014322323875,0.05406574394462016
2020-04-22 07:14:00,0.18506,0.18506,0.18492,0.18495,21767.0,4027.0,11,1.0005947553392809,71.8038471937043,0.0
2020-04-22 07:15:00,0.18497,0.18506,0.18497,0.18503,46777.0,8655.0,31,0.9996757282602821,76.51155067588556,-0.04863287582406173
2020-04-22 07:16:00,0.18502,0.18512,0.18502,0.18511,20243.0,3746.0,13,0.9995138026038571,-83.74485846062758,0.02703141049900104
2020-04-22 07:17:00,0.18505,0.18513,0.18504,0.18513,17661.0,3269.0,17,0.9995678712256253,-13.620447627982315,0.0162144633012673
2020-04-22 07:18:00,0.1851,0.18511,0.18503,0.18507,38921.0,7203.0,28,1.000162100826714,79.00134781651525,0.027019724398802403
2020-04-22 07:19:00,0.18509,0.1851,0.18507,0.18509,5436.0,1006.0,8,1.0,-196.85155342296784,-0.005402485143157776
2020-04-22 07:20:00,0.18509,0.18509,0.1849,0.1849,53440.0,9887.0,29,1.0010275824770145,228.52386912374482,0.0
